passage.number,passage,annotator
123,"' One might be sorry to see you make such a sacrifice, but no one has a right to judge, much less misjudge you.' He was touched by the straightforward manner in which she had made her little ex- planation, though it seemed to him helplessly inadequate. If he stayed on, as he almost thought he would stay, for a few days, he resolved to devote himself to shaking Xorma out of these petty and narrowing trammels ; he could not but remember how in old days she had turned to him very eagerly, and lie told himself that he was now more fitted than then to be a guide. But for the present he let the matter drop, in spite of one or two sarcastic remarks from Lucy upon her sister-in-law's un- expected disclosure. He was careful to keep the conversation after this upon common ground, and to let Xorma feel at her ease. When he went away Lucy drew a deep breath. '",jessica
124,"His heroic strength and bravery had rendered him extremely popular among the soldiery. He was naturally high-spirited and proud ; and it was not to be expected that he would tamely yield to indignity and public shame. His prowess and his courage were equalled only by his good fortune, so that his personal reputation was already very high. Born of noble parents in Tur- komania, he had spent his youth in Persia, having served with uncommon renown under Shah Ishmael the Third. His original name was Asta Jilho; but having slain a lion single-handed, he was digni- fied with the title of Shere Afghan, signifying the overthrower of lions. Under the latter name he had become both famous and popular throughout India, and in the wars of Akbur had served with great distinction. He had reaped a profusion of laurels under Kahn Kahnan, at the taking of Sihnd, by exhibiting prodigies of strength and valour.",svenja
125,"His voice shook ; his hand, holding hers, was chill and cold. ""Believe me — believe me, dear Mrs. Ker- shaw, there never shall be anything in my life that shall make me unw^orthy of the love your dear one bore me ; never anything that shall make me unworthy of the sacred kiss she sfave me — the kiss that was her last o good-bye."" Mrs. Kershaw was leaning her arm upon I HAVE NO ONE BUT YOU ! "" 53 the table, and had covered her drowned eyes with her hands. "" Do not heed what things you hear,"" went on Cyril, pleading. ""Believe in me, trust me, you who have been my best friend ; be- lieve that even if I am "" Here he halted, and she raised her head and looked at him through her tears. "" If you are in trouble, in perplexity, in doubt, can you not come and tell your troubles to my husband, he who is so wise and good, and would give you such good counsel ?",matt
126,"The fort itself is a magnificent structure, well defended with broad ditches, and co- vered by a succession of works, on which many heavy cannon are mounted. But the circumstance which attracts, in a principal degree, the stranger's admiration, is the ex- ceeding care which is taken to keep it clean and well ventilated. Every day the sewers are washed out and sprinkled with quick- lime; while, ere sunrise, the sweepers are at work, not only as often as occasion seems to require, but much more frequently. More- over, the inmates of Fort William have other than human guardians of their health, so far, at least, as health is liable to be af- fected by the presence or removal of putre- fying garbage. Every body lias heard of the bird called the Adjutant, which walks about, respected, and therefore tame, and feeds upon carrion of every sort, from the body of the mouse up to the human frame, of which numerous specimens are, every tide, washed down the Ganges. A strange-looking creature he is — that Adju- tant — with his bald head and his ashen- gray wings, and his portly form lifting his bald head nearly four feet above the sur- face of the earth. And then, when the heat of the day comes, away he goes into the skies, ascending so far that you can observe only the shadow of his form in the sun- beam.",mark
127,"Muriel lay on a couch at the open window ; she was pale and wan, but in her face was the unspeakable beauty that comes of a spotless life. Her eyes were fixed upon the cloudless heaven, but in her heart of hearts there was a deep-set sorrow even while her spirit was raised above and beyond earthly things. * I should like to have seen Daphne again/ Muriel remarked, after a pause ; ' to have taken her by the hand, to forgive and be forgiven/ ' To forgive — perhaps so/ Lemuel re- plied ; ' it is better, even for our own peace, than to bear the heavy burden of hate about with us. But — to be for- given V 1 Yes,' continued Muriel, ' even though it be for some fancied wrong, some phantom fault. Let us go to our rest, my dearest, you and I, leaving no burn- ing hearts behind us, but rather with words of peace upon our lips.' Lemuel made no reply, and there was silence for a space between them, when Muriel, taking his hand in hers, recited aloud a prayer that had been familiar to her from childhood. 1 O Father in thy mighty",alex
128,"I say we, meaning my- self and curate, and my excellent wife, whose large and sympathizing heart, wise little head, and bountiful hand have been actively VOL. ITT. 20 engaged year after year, in the blessed work of improving tlie individual character, and domestic life of the poor."" "" I hear, brother, what an excellent wife the Lord has given you, and what a bless- in 2: she has been to this parish. What a terrible hindrance or invaluable help to a minister in his work a wife may be ! ""I was just saying,"" continued the speaker, addressing Mrs. Pishpond, who had just entered the room, '' what a 'elp or hin- drance a wife may be to a minister in his great and noble work ; and how thankful my brother should be that he has such a helpmate in his duties, as you have shown yourself to be."" "" A very inefficient helpmate, I fear, in many points, Mr. Springley ; for so many and difficult are the duties devolving upon a Yicar's wife, that the best of women cannot but fail in their due discharge; and each day I feel more and more, so far as my own experience goes, liow grievously short I have fallen in their fulfilment."" "" I suppose every faithful worker in the Lord's vineyard must feel the same.",jessica
129,"Theodore to commune with himself. Never since these letters had been first received, and read by Donna Aurelia in the days of her love, had they been perused with such feelings as now struggled in the breast of Theodore. Their contents made him acquainted with the events of his father's life, of his feelings, and principles. His heart felt its kindred with the deep tenderness of Don Balthazar's : for many of his own peculiarities of thought and of sentiment, did he trace in those of his father. That long-lost, almost unknown parent k 2 seemed once more to live, to act, to speak from these letters. As Theodore alternately glowed and melted over the alternate passion and tenderness addressed to his mother ; as he trembled with hope and fear over many of the hopes and fears expressed by his father, he could with difficulty convince himself that all this emotion, this struggle, this combat with the ills of life, this transport in the enjoyment of the affections, this dread of losing it, this sensibility to joy and sorrow, were all buried in the stillness of death. «* O no !""",svenja
130,"COLLINS (WILKIE), NOVELS BY. Cr. 8vo. cl. ex., 3s. 6d. each ; post 8vo, illust. bds., 2s. each ; cl. limp, 2s. fid. each. ANTONINA. With a Frontispiece by Sir John Gilbert, R.A. BASIL. Illustrated by Sir John Gilbert, R.A., and J. Mahoney.",matt
131,"I am certain not one of you would regard my opinion, or depend on my judgment ; and as I have very mate- rial business to transact, I must wish you a good night."" So saying, he snatched up his hat; and quitting the room, flung the door after him. ^' You must not mind George,"" said Lord Bellengen ; 'M am sorry he won't remain with us; but I see he is in one of his sulky humours to-night. Poor k6 fellow, I fear that woman that lives with hiin vexes him sadly."" — ^^ I don't be- lieve that she does, my Lord,"" replied Doctor Lawson ; *^ I hear she was a most amiable creature till he led her astray — I fear he makes her a very wretch ; for she has not bad principles, and no woman that has not, can be happy in her situation,"" Lord Bellen- gen mused, and then said, ** I shall try, my good Doctor, what I can do in this affair.""",mark
132,"She almost wished, in- deed, that her friend Lady Clairiville had not introduced this same surly English Baronet to her acquaintance. But it did not much signify. He had already informed her that he was on his way to Naples; and birds of passage are too frequent in Rome at the commencement of the winter to render them of much account. Sir Alan would be off in a day or two, and would probably leave little occasion to regret his departure. CHAPTER HI. There was no great disparity of years. Though much in temper, but they never clash'd ; They mov'd like stars united in their spheres.",alex
133,"Deuteronomy, 2s. 6d. Protestantism, The History of. By the Rev. J. A. Wylie, LL.D. Containing upwards of 600 Original Illustrations. Three Vols. gs. each. Quiver Yearly Volume, The.",jessica
134,"But the present state of affairs she did not under- stand. All that was amusing in it v> as the doubtless unbounded disappointment of the scheming little mother, who thus must find all her fine schemes collapsing in her hands. She could not refrain from mentioning the matter at dinner that evening, though Edward had a little failed on the former occasion, in that backing up of all her opinions and feelings which she had been accustomed to expect from him. "" I find there is to be no match such as that we were speaking of,"" she said. ""Harry has either drawn back or he is refused. Perhaps it may be that he has thought better of it,"" she added suddenly, without premeditation, grudging, as perhaps was natural, to let her young antagonist carry off the honours of the day. "" I thought it was not quite so certain as people seemed to believe."" "" Do you mean that Harry would persevere ? "" ""I mean that she would accept him, Aunt Catherine.",svenja
135,"I did not think you were so ill,"" said Montgomerie, gently, forcing back the impulse that prompted more passionate pity, for he saw the effect of the excite- ment and slight fatigue she had encount- ered were almost too much for her strength. "" I am not ill, not very ill,"" she an- swered, somewhat bitterly ; Cf anyone may have a cough, that is nothing."" "" But yours is painful,"" Ruy said, meet- ing her timid glance by a grave and tender expression of countenance. "" Surely, after five years of separation, we have other things to speak of than the symptoms of an illness. I hope you for- give me for coming here unbidden. I think you know — if you have not forgot- ten — that it has been the wish of my life to see a faithful picture of Saint Cecilia, and yours is sure to be beautiful."" ""I have not forgotten one word of all the few you ever uttered to me,"" said Montgomerie, somewhat sternly ; "" the hap- piest moments of my life have been ever impossible to forget.",matt
136,"You are so very young, — not yet twenty-three. Think what bright possi- bilities life may have in store for you."" She smiled again, — a smile not good to see. '^ Look at that ship,"" she answered, stretching out her small white hand towards the sea; ^^does it not look calm and peaceful, gliding along so safely and steadily, that sunny sky above, and that calm sea below? But do you not see that bank of clouds in the west? In a few hours they will spread and break, and there will be howling winds and tossing, angry waves. Woe to the little ship then if she is not safe in harbour!",mark
137,"How old are you, Nellie ? I beg your par- don; it was inadvertent — comes from hearing you constantly so addressed by your relations.''^ ''I don't mind your calling me Nellie, if you like. But I think I wouldn't do it — always, do you see ? Not before "" "" Not before crowded audiences ? I quite catch on.^^ "" I am twenty next birthday."" '^",alex
138,"She must be upset about baby's death.' ' She doesn't know of it yet, Kathleen ; she was told that the child was ill, but she could not come up. She has been upset all the evening/ 1 About what, papa ? Let me go to her!' 1 No, no, Kathleen ; much better not to- night. Good-night, my love,' he said, kissing her. When Sir Patrick entered his own room his wife asked him : '",jessica
139,"CrownZvo. 2ls. The announcement of a new novel of society by the author of the brilliantly successful 'Dodo' will excite great interest, and it is believed that 'The Rubicon' will prove to have as much fascination as its predecessor. Stanley Weyman. UNDER THE RED ROBE. By Stanley Weyman, Author of *A Gentleman of France,' etc. With 12 Illustrations by R. Caton Woodville.",svenja
140,"You — my little sister — why what could you do ? "" '-'- Yes, your baby, Madge dear, would like to do something. She cannot bear to see you wearing your heart out over farthings any longer. It is such small work, Madge, this grizzling and scraping and managing ; it would be so much greater to strike out a line of one's own, and thus satisfy the hunger of both mind and body at one and the same time."" Margaret sat down and looked, but did not attempt to si3eak, and as the fire flickered up and cast a gleam of light on her face, its expression of sorrowful surprise filled in the words her tongue refused to utter. Hers was a beautiful face. She had exquisitely chiselled features, soft, sweet, and Madonna-like, with sad grey eyes which told their own tale of patience and lasting endurance, but she wholly lacked the passion which was continually bursting forth in Pettita, nor could she comprehend its surgings, or follow its sudden storms and vagaries.",matt
141,"And as for them coats as he gets from the Flitton tailor, they're a poor cut to pay double money for.” “Ah, Mr Macey, you and me are two folks,” said Ben, slightly indignant at this carping. “When I've got a pot o' good ale, I like to swaller it, and do my inside good, i'stead o' smelling and staring at it to see if I can't find faut wi' the brewing. I should like you to pick me out a finer-limbed young fellow nor Master Godfrey—one as 'ud knock you down easier, or's more pleasanter-looksed when he's piert and merry.” “Tchuh!” said Mr Macey, provoked to increased severity, “he isn't come to his right colour yet: he's partly like a slack-backed pie. And I doubt he's got a soft place in his head, else why should he be turned round the finger by that offal Dunsey as nobody's seen o' late, and let him kill that fine hunting hoss as was the talk o' the country? And one while he was allays after Miss Nancy, and then it all went off again, like a smell o' hot porridge, as I may say.",mark
142,"No clouds, no stars. Nothing in the sky but the broad moon, and hardly a ripple to break the path of light she made in the quiet water. Mine was the middle watch that night. You came on deck, and found me alone ' He stopped. Crayford took his hand, and finished the sentence for him. ' Alone — and in tears.' ' The last I shall ever shed,' Wardour added bitterly. ' Don't §ay that.",alex
143,"If you go there will be no one to talk to him about his authors, or find quotations in his books. Oh, aunt, you must not go. It will be so lonely when you are gone, will it not, Chud ?"" Chud said nothing, perhaps he did not hear from where he stood beside the fire, looking into the glowing coals. "" Say you will stay another fortnight,"" con- tinued Maud, going over to her aunt and kissing her. "" Be a good auntie, and let me have Carlotta a little longer."" "" Carlotta can stay, my dear, if she likes,"" said Lady Mildred, graciously.",jessica
144,"The portrait, indeed, no longer represented' Dr. Joseph Chacomb. His face, lit by the can- dies, had lost its old red hue, and was now pale, but not pallid; his large eyes — formerly, to the young girl's fancy, so fierce — were softened and grave; above them lay eyelids heavy, as if with thought. His eyebrows were no thicker than is befitting to a man of great mental and physical strength. His lips were large, especially the lower lip; but you may remark the same pro- minence in that feature in the photograph of nearly every great statesman, lawyer, or preacher. His hair, grown thin at the temples, was strong, closely knitted, and not yet touched with grey — a sturdy crop of brown curls. His large hands, from vrhich he had removed the gloves, were now white and shapely. He was dressed by Poole, in such garments as belong especially to the prosperous physician — a black buttoned frock, and grey trousers in which no trace of Adie's ancient ""bulge"" was visible.",svenja
145,"A few scattered shot from Peachy's advanced guard broke in upon these regrets; Richard in a moment recollected that this was a time for action, not for words. He issued a few commands as to the position of his troops, and riding to their front, addressed them: “My merry men, and very good friends,” he cried, “let us recollect that we are soldiers; our lives depend upon our swords; draw them for the right, and be strong in it. Our enemies are chiefly raw recruits; cold friends of a tyrant-usurper; but they are many, and death is before us; behind our vessels, the wide ocean, safety and freedom: we must retreat, not as cowardly fugitives, but as men who, while they see, fear not their danger.” The order of the march was speedily established. While the rear retrograded, Richard, with a hundred chosen men, made a stand, receiving so well the first onset of their assailants, that they were staggered and driven back. “In good hour, spare neither whip nor spur,” cried York; and turning his horse's head, he galloped towards his retreating friends. Peachy, who believed that he had them in his toils, followed slowly and in good order.",matt
146,"Most assuredly I will not, if you desire it,"" said Augusta. "" I command it by virtue of my right as your lord and master,"" said Mesmer with mock heroic dignity. "" May your shadow never be less, most mighty Caliph !"" *' In another hour I shall have no shadow at all, if the sun-dial is to be credited."" '* Ah ! that is the reason I so love the Arabic and Turkish phraseology ; they do outrage probability so delightfully.""",mark
147,"Highly born herself, she had early been married to a rich man of inferior rank, for the sake of a large settlement. Her plan was, that her daughters, (who, by the way, are modest and estimable,) should find in the man they married, still higher birth than her own, and more riches than her husband's. It was a curious speculation to compare these two friends, and to observe how much less the refined manoeuvres of Mrs. Fentham answered, than the open assaults of the intrepid Lady Bab. All the intricacies and labyrinths which the former has been so skilful and so patient in weaving, have not yet enthralled one captive, while the composed effrontery, the affecting to take for granted the offer which was never meant to be made, and treating that as concluded, which was never so much as intended, drew the unconscious victim of the other into the trap, before he knew it was set. The depth of her plot consisting in not appearing to have any. It was a novelty in intrigue. An originality which defied all competition, and in which no imitator has any chance of success.",alex
148,"The claim was fully admitted, and Tom's health was toasted with all the honouri. On the "" scrape me and I'll scrape you "" prin- ciple decreed by the Chair, Tom O'Loughlin pro- posed Toby Purcell's health. Tom's body was bent ; his hands, as usual, revolved smoothly round each other ; his voice was soft and insinuating, and his wrinkles curved into their most obsequious smile, "" Toby Purcell,"" he said, "" was the best-natured, the most open-hearted, the most generous, the most hospitable gentleman, within the circle of the sea. VOL. I. s Toby was never without his pleasant joke, and his pleasant face.",jessica
149,"The Chinese are slow at writing, but the form of reprieve was at hand, and the governor had but to sign and seal it. ' We shall save poor Conway yet/ cried Pennicuick as they left the palace. ' Let us hope so,' returned the Consul drily. ' Well, at all events the governor has shown himself anxious to do what he can : what did he mean by horses of a thousand li ? ' * The horses used by the government carriers are so called ; some of them will cover that distance — about 200 English miles — in a single day.",svenja
150,"He had letters to the chiefs of the department at all these places, and to the Head of the whole Siberian Commission at its centre in Perm. "" An adventurous young Englishman,"" his friends thought him as they gave their introductions ; but they doubted his energy holding out beyond Novgorod, and they strongly advised him to test the fascinations of St. Petersburg instead. But Gilbert was determined, and quite dauntless against all persuasion he set forth. At Perm he procured an interpreter, one of the onlv three men who, in these remote regions, understood both ""Little Russian"" and French ; and thus accompanied, he proceeded onwards again. In a^Teljega, with a trusty moujik driver and four fast fleeting steeds, he started, and soon the lono^ monotonous travel- ling of the wind-swept Steppes became fami- liar to him. Through days that seemed endless and innumerable, he skimmed across those snow-clad plains. He drove through the drowsy air of wonderful moonlit nights, VOL. III.",matt
151,"It soon yielded to the kind and skilful treatment of Nurse Thorn, and Yiolet was almost sorry when it became obvious that she need no longer excuse herself, on account of her lameness, from joining in the excursions of the others. The party was soon to break up. The Anstruthers were to carry Yiolet off to tlieir Highland fastness, and the Mortons were to start for Glen-Auch- muty, in preparation for the 12th of August and St. Grouse. Marion Ans- truther inflicted no more metaphysics on unfortunate Mr. Green; indeed as Major Armstrong remarked to Yiolet, the "" limited understanding company "" appeared to have dissolved partner- ship, and it was hard to say which of the two shunned the other the most. Marion boasted that she had no soul for art ; so with the convenient non- clashing arrangement which existed be- tween the sisters, Helen took it up, and talked so magnificently about sun- set effects and "" chiaroscuro,"" that Major Armstrong could not resist a mischievous inclination to draw her out and make fun of her. Helen was obtuser than her sister Marion, and never discovered the drift of his remarks ; but began to flatter herself that she had made a very agreeable im- pression on Major Armstrong, and plumed herself not a little on his polite attentions.",mark
152,"I didn't know you were in England.' ' I only landed two days ago,' answered Gil- bert, as they shook hands. ' I daresay I startled you a little, dear old fellow, coming in upon you without a moment's notice, when you fancied I was at the Antipodes. But, you see, I hunted you up directly I was free.' ' You have done well out yonder, I hope, Gilbert ?' ' Yes ; everything has gone well enough with me in business.",alex
153,"That would be worse than going out on the street by yourself But don't fret yourself. You and I will get along very well together, and I shall be able to find plenty of things to interest you."" "" I suppose if Arthur were here I could go out with him ? "" "" Who is Arthur ? "" Violet looked hesitatingly at Mrs Yorke before she made any reply. Again some vague mistrust of this woman's sincerity and truthfulness flitted through her mind, and some subtle instinct whispered "" Beware.""",jessica
154,"He had amused himself sufficiently with laughing at Colonel Clive, and had jested with Agatha until she grew angry ; and now he had nothing left to assist in keeping up his spirits, for he could not bear to be alone with Margaret ; she never gave him reason to suppose that she in- tended to refer to the subject of his debts, still less that she thought of retracting her promise ; but he lived in constant fear of it, and he would give Mar- garet no opportunity of inducing him to be serious. This was a most uncomfortable position for her, when it seemed as if she ought to have some influ- ence over him. His candour, and his professed affection, indicated that he had more regard for her ^ than for any one else, and a responsibility seemed attached to her in consequence. But talking was out of the question. When he had left them she thought that she v»^ould write. Yet how could writing be of use ?",svenja
155,"King Jamie carried this prejudice to England, and is known to have abhorred pork almost as much as he did tobacco. Ben Johnson has recorded this peculiarity, where the gipsy in a masque, examining the king's hand, says, —you should by this lineLove a horse, and a hound, but no part of a swine. The Gipsies Metamorphosed. James's own proposed banquet for the Devil, was a loin of pork and a poll of ling, with a pipe of tobacco for digestion. The liquor was supplied in the same proportion, and under similar regulations. Excellent claret and champaigne were liberally distributed among the Chief's immediate neighbours; whisky, plain or diluted, and strong-beer, refreshed those who sat near the lower end. Nor did this inequality of distribution appear to give the least offence.",matt
156,"The Lady Abbess easily prevailed on me to pass a few days with the poor invalid, and the servant was dispatched with my excuse to the Lady Polignac. After advising Laura to open her mind to me, the Lady Abbess left us together. As soon as we were alone, Laura begged me to sit close to her, as her voice was feeble. She wept bitterly, and seemed so agitated, that I pre- vailed on her to postpone her communication to the following day. In the mean time, I strove to divert her mind, by conversing on such general subjects as could have no power to recall the past. '; The Lady Abbess visited us in the evening, and invited me to sup with her. I slept in the room with Laura, whose sleep was disturbed by fear- ful dreams, from which she awoke more agitated than refreshed, We breakfasted on the following morning at a very early hour, after which Laura finding herself somewhat calmer, commenced the relation of her sad adventures in about the fol- lowing words : *'",mark
157,"In dreams which Heaven itself unfurled ! What godlike shapes have years bereaving Swept from this real work-day world ! "" Bulwee's Translation of Schiller. The Rhine looked most beautiful on the morning on which Tremaine and Spencer left the isolated Godesberg, in order to continue their course up the shining waters. With pleasurable feehngs, therefore, Spencer gazed on it, as smoothly its current flowed, seeming, by its rapidity, as though it wished to force back the struggling steamboats on its surface, and to prevent theii* ascending its rushing stream ; but vain its efforts, — vain against the power of man, as one boat after another, conducted its crowded passengers to wherever their fancy made them wish to linger, whilst the old grey castles, hung as it were upon the hills, seemed to look con- temptuously down from their lofty heights, on the modern hordes thus invading their solemn retreats. In the same steamboat with Tremaine and Spencer, there chanced to be a celebrated author, who some years before had written a work on the Rhine, which had in Tremaine^s youth first inspired him with a desire to visit its banks. Unfortunately, however, for Tremaine and his friend, the author had forgotten all he had written on the subject (or at least he said so).",alex
158,"Being the Romance of a Social Evolution. By Clo. Graves, B. L. Farjeon, Florence Marryat, G. Manville Fenn, Mrs. Campbell Praed, Justin Huntly McCarthy, and Clement Scott. With 28 Original Illustrations by Dudley Hardy. In cr. 8vo, cloth gilt, 3.?. 6d. BY H. B. MARRIOT-WATSON The Web of the Spider.",jessica
159,"Salome had looked carefully round to see if any one was there before she entered with Aulenus ; having satisfied herself of their privacy, she in a low anxious voice enquired ; "" When will he be at Tyre V "" In two or three days from this time at farthest."" "" What did he say of her — did he remember her V "" Perfectly, and vowed that he would woo her, if he came in the disguise of a rabbi, to Je- rusalem."" '* Aulenus, your benefactor is enamoured of this deep designing, proud Princess, and must be saved from ruin."" "" You know that I am prepared to aid you in your sisterly intentions, indeed I think his own rank and glory would be advanced were Antony to take her from him. Surely a province would indemnify him for the loss of a love.'* """,svenja
160,"If I do not succeed in putting you altogether out of my mind, I would sooner be able to remember you — as you were."" A spasm of pain passes across her face, leaving it deadly white. For a moment she seems about to turn, and escape from his presence. Then with an effort she faces him again, and says simply : "" You mistake me. I am only here to give you something which is yours by right, which I think you ought to have. I found this packet yesterday in an old desk of my father's.",matt
161,"This then is the one you have selected ?"" she said, 'taking it from its resting-place, and re- moving from its bosom a faded nosegay that v^^as fastened there. She kissed it as she placed it aside; and observing her sisters smile, she continued — "" You see I have had my fits of sentiment. This dress was made for the first ball I was ever at, in which I was in love with all my partners successively ; and as I have never worn it since, this miserable relic still exists to remind me of my folly."" Mary and Cecil looked curious, for they suspected more than Leslie had confessed ; and an intelligent glance pass- ed between them as they remarked, that instead of throwing it away, she placed it carefully in a toilet-box. Again she addressed them—-"" If you really should like,"" she said, measuring as she spoke the dress she held against the fi- gure of Mary — "" if you really should like like dresses of this des'cription, I think"" — There was a timidity in her manner that shewed she was fearful of offending, and a pale blush mantled on her cheek — "" I think I could furnish the materials.",mark
162,"It is no use. Sir, to argue against facts. I have gone to the theatre without being injured by it ; and I have known many of my friends who have never been injured by it."" Mr. Falkland. — ^""It may be so 3 but would you like a son or a daughter to acquire a passion for theatrical amusements? And would you suffer them, if they had acquired it, to go alone?"" Mr. Talbot.",alex
163,"Had they stood by me and the ship, their lives would have been sa- ved; had I gone with them, mine would have been lost ; who can say which is for the best ?"" u Well,"" replied his friend, "" I know your case now, and can the better help and advise. I will be true to you, Clement, as the blade to the hilt ; but I cannot think that you should leave us. As the old Scottish song says, < Waes my heart that we should sunder. 7 — But come, you will aboard with us to-day, at any rate ?"" "" I have no other place of refuge,"" said Cleve- land, with a sigh. He then once more ran his eyes over the bay, directed his spy-glass upon several of the vessels which traversed its surface, in hopes, doubt- less, of discerning the vessel of Magnus Troil, and then followed his companion down the hill in silence, CHAPTER V. I strive like to the vessel in the tide-way, Which, lacking favouring breeze, hath not the power To stem the powerful current — Even so, Resolving daily to forsake my vices, Habit, strong circumstance, renewM temptation, Sweep me to sea again — O heavenly breath, fill thou my sails, and aid the feeble vessel, Which ne'er can reach the blessed port without thee ! ' Tis Odds when Evens meet.",jessica
164,"and having paid oiF all his Oxford debts, went up to Edinburgh to stay with his- mother for the Easter holidays. CHAPTER XIII. ' Thy fate and mine are sealed, I strove against the stream, and all in vain,' They say that before any great misfortune happens to anybody, a period of tranquil- lity always comes. This is open to doubt. One may think on looking back that the period before any such event was, in com- parison to the present misery, so supreme- ly happy as to be considered unattainable again, and to be remembered with fond regret. It was certainly with no sense of impending calamity that Allan came back to his duties at Llanwch at the beo;innino: of the summer term of 1887.",svenja
165,"— Authority of the Fathers for Practices not to be proved by Scripture. — Jones of Nayland and the Unitarians. — Council of Trent opposed to the Fathers. — True position of a Protestant.— The Faith once delivered, &c. — How to battle with Popery. —",matt
166,"Contempt was (Ironger in my bread than anger, and I replied with provok- ing coldnefs, ' Sleep in fecurity, fair Ellen ; not the llumbers of holy veflals ihall be more facred than thine ; nay, to reaflure thee, and remove all diflruft from thy mind, know, that were we two now cad on a defert fhore, unmarked by the foot of man, our race (hould end with us, rather than I break on thy quiet.' "" This fpeech appeared to provoke her beyond any thing that had pafied ; for (he burft into tears. The fight, t confefs, daggered my courage; but, fummoning all the fortitude I polfefTed, I refolved to perifh rather than fliew my* lelf the flave of arrogance and avarice ; I however entreated her to compofe her. felf, and take fome refrelhment. "" The ""The torrent having fomewhat fub- fided, (he at length faid more calmly,- — * However duty may impel a child to fubmit to a parent, yet furely, St. Clair, you owe me an explanation to what I afked. If you are wronged, why not proclaim it ? or, if fecret reafons pre- ponderate, they furely could not extend to me.' """,mark
167,"Katherine Beaton completed her seventeenth year od the third day of last March."" "" Is she so much ? I had forgotten — Fred said very little about her. He is never com- municative, you know, about any one who does not interest himself — which Miss Ramsay certainly seemed to do."" "" My niece is now an orphan/' Mr Arundel said, rather solemnly. Mrs Arundel was quite aware of the fact, and only said, ""Ah, yes, poor girl!"" then after a moment — "" where will she live now, Mr Arundel 1 with these Eamsays, I suppose.""",alex
168,"There for a moment they saw the whole body of the animal, as he scrambled out of the water up against the steep side of the moat — when suddenly, and most unaccountably to lady Margaret, he disappeared. *I have it!' cried lord Herbert. 'What an ass I was not to think of it before ! Come down with me, my dove, and I will show thee. Dorothy's Marquis hath got into the drain of the moat ! He is a large dog, and beyond a doubt that is where the young roundhead entered. Who could have dreamed of such a thing !",jessica
169,"That was the one pale flower that only had not withered, when this night made such fierce havoc, in the blooming Eden of her past existence : all the sweet blossoms that were wont to spring around her feet had perished when her sun of hope went down ; and this alone remained to be the object of her care and deep solicitude, — the last light to live for in the darkness of that desert ; so that her existence was now gathered up into this one thing, — the wish, and, as a necessary result, the active effort, for his happiness. VOL. II. ' I It was evident that much depended upon herself now — no other, in fact, could pro- mote his union with Juliet Egerton. There- fore bending the strong powers of her soul to this one object, in that hour of calm and clear reflection she saw distinctly, as in a plan rolled out before her, how it was to be done, and his great prosperity, her complete adversity, accomplished. She must do all — she must release him from his engagement, she must gain from him the promise that Juliet should be his wife ; lest shame or remorse should deter him, she must obtain Colonel Bentley's difficult consent ; and, further, she must, out of her own fortune, provide Juliet with such a portion, as should enable them to marry without waiting for Aylmer's inheritance, for she knew that Mr. Egerton had lived too magnificently in early life, to be able now to provide for his numerous family.",svenja
170,"Directly the fiddles were laid down, Mr. Penny's spectacles put in their sheath, and the text had been given out, an indignant whispering began. ‘Did ye hear that, souls?’ Mr. Penny said in a groaning breath. ‘Brazen-faced hussies!’ said Bowman. ‘Trew; why, they were every note as loud as we, fiddles and all, if not louder.’ ‘Fiddles and all,’ echoed Bowman bitterly. ‘Shall anything bolder be found than united woman?’",matt
171,"She had managed to crowd a good deal into two terms, to say nothing of college concerts, dances, lawn-tennis, and, most of all, she had passed the entrance examination at Newnham. She ought to have gone back to Silverton when the term was over proud and happy. There was everything in the world to make her happy ; there was no ingredient wanting in her cup to make it pleasant. It was full to the brim. She ought to have been happy — there was no excuse for her not being happy — but she went back to Silverton declaring that she was the most miserable girl in the world. She didn't tell Adela — who sat opposite to her all the way, buried in a book she was get- ting up for the Tripos — that she was unhappy. She would not have admitted it to Adela, who was the most unsympathetic of sisters, and never gave her anything but stale buns when she went to tea with her at Newnham.",mark
172,"Look at it in whatever light she would, her mind misgave her. If it made no difference in the end, if it were no advantage to the Chemical Company, she could not understand the object of so strange a proposal. Eupert had indeed explained the matter by saying, ^^ Forde wanted the thing kept quiet;"" but then why should the thing be kept quiet. In whose interests and for whose benefit was it that such secrecy had to be maintained. Pes- tered as her husband had been with demands for money, with writs, and with sheriff's officers and their men, it seemed to Mrs. Mor- tomley that all the world must already be acquainted with the position of their affairs. ^^",alex
173,"But I'm not throwing it about ; it is all in the bank."" "" I reckon Mr. Jingles — I mean your son, ma'am — has it there in his own name."" "" Not at all, cap'n. The money is mine."" Captain Tubb whisked round the brim of his hat with both hands. "" There have been changes since you've gone,"" he said. "" For one, there is old Sam Ceely married."" ""Sam Ceely!"" echoed Mrs, Saltren, and dropped her hands in her lap.",jessica
174,"As you please, Mr. De Burgh ; but you may be sure of a hearty welcome if you come. I think I should recommend change of scene and travel if you are suffering from depression of spirits. I myself have proved the efficacy of the remedy."" "" For the last six months nearly I have been incessantly moving about, and there is no doubt one's attention is pleasantly dis- tracted by the variety of interesting scenes through which one passes. By the way, what a charming person that Mademoiselle von Borgern is who is on a visit to you ; she seems very clever, and assuredly is very handsome."" ""Yes, Ida certainly is intelligent and nice looking, but she makes little show in public. However, people generally come to like her when they know her better.",svenja
