"Filename","Title","Author","Date","Nationality","Source","OCR_Score"
"2813.txt","The mask of fashion; a plain tale, with anecdotes foreign and domestic ..","Surr T S Thomas Skinner","1807","British","Chadwyck",0.94
"2814.txt","Un hiver à Londres","Surr T S Thomas Skinner","1810","British","Chadwyck",0.5333
"2815.txt","Handley Cross; or, Mr. Jorrocks's Hunt. By the Author of ""Mr. Sponge's Sporting Tour,"", ""Jorrocks's Jaunts,"" Etc. Etc. With Illustrations by John Leech","Surtees, Robert Smith","1854","British","Chadwyck",0.9329
"2816.txt","Handley Cross : or, The spa hunt : a sporting tale","Surtees, Robert Smith","1843","British","Chadwyck",0.9255
"2817.txt","Macrimmon. A Highland tale","Sutherland Alexander Lieutenant","1823","British","Chadwyck",0.9267
"2818.txt","A double wedding : in three volumes","Tabor, Eliza","1888","British","Chadwyck",0.9501
"2819.txt","A man's mistake","Tabor, Eliza","1881","British","Chadwyck",0.953
"282.txt","A good hater","Boyle, Frederick","1885","British","Chadwyck",0.9499
"2820.txt","Alec's bride","Tabor, Eliza","1867","British","Chadwyck",0.9585
"2821.txt","Aston-Royal","Tabor, Eliza","1872","British","Chadwyck",0.9486
"2822.txt","Dimplethorpe","Tabor, Eliza","1880","British","Chadwyck",0.9548
"2823.txt","Eglantine","Tabor, Eliza","1875","British","Chadwyck",0.9534
"2824.txt","Hagar","Tabor, Eliza","1870","British","Chadwyck",0.9487
"2825.txt","Hester's sacrifice","Tabor, Eliza","1866","British","Chadwyck",0.9534
"2826.txt","Hope Meredith","Tabor, Eliza","1874","British","Chadwyck",0.9588
"2827.txt","Janita's cross","Tabor, Eliza","1864","British","Chadwyck",0.9439
"2828.txt","Jeanie's quiet life","Tabor, Eliza","1868","British","Chadwyck",0.9417
"2829.txt","Lady Lowater's companion","Tabor, Eliza","1884","British","Chadwyck",0.9479
"283.txt","The golden prime : a novel","Boyle, Frederick","1882","British","Chadwyck",0.9526
"2830.txt","Little Miss Primrose","Tabor, Eliza","1880","British","Chadwyck",0.9457
"2831.txt","Rachel's secret","Tabor, Eliza","1866","British","Chadwyck",0.9567
"2832.txt","The blue ribbon","Tabor, Eliza","1873","British","Chadwyck",0.9547
"2833.txt","The last of her line","Tabor, Eliza","1879","British","Chadwyck",0.9456
"2834.txt","The master of Marton","Tabor, Eliza","1864","British","Chadwyck",0.9673
"2835.txt","One maiden only","Tainsh Edward Campbell","1870","British","Chadwyck",0.9517
"2836.txt","The Granvilles, an Irish tale","Talbot Thomas fl 1844 1882","1882","British","Chadwyck",0.9406
"2837.txt","The talk of the town; a novel : in three volumes","Talk","1868","British","Chadwyck",0.9669
"2838.txt","At odds; a novel","Tautphoeus, Baroness Jemima Montgomery Baroness","1863","British","Chadwyck",0.9425
"2839.txt","Cyrilla : a tale","Tautphoeus, Baroness Jemima Montgomery Baroness","1853","British","Chadwyck",0.9321
"284.txt","The treasure of Thorburns : a novel","Boyle, Frederick","1887","British","Chadwyck",0.9527
"2840.txt","Professions. A novel","Tayleure Floyd","1852","British","Chadwyck",0.953
"2841.txt","The temple of Melekartha","Taylor Isaac 1787 1865","1831","British","Chadwyck",0.965
"2842.txt","Beauty and the Beast: and Tales of Home. (1872): a
machine-readable transcript","Taylor, Bayard","1851.5","American","Chadwyck",0.973
"2843.txt","Hannah Thurston: A Story of American Life. (1863): a
machine-readable transcript","Taylor, Bayard","1851.5","American","Chadwyck",0.9682
"2844.txt","John Godfrey's Fortunes; Related by Himself. A Story of
American Life. (1864): a machine-readable
transcript","Taylor, Bayard","1851.5","American","Chadwyck",0.9762
"2845.txt","Joseph and His Friend: A Story of Pennsylvania. (1870): a
machine-readable transcript","Taylor, Bayard","1851.5","American","Chadwyck",0.9739
"2846.txt","The Story of Kennett. (1866): a machine-readable
transcript","Taylor, Bayard","1851.5","American","Chadwyck",0.9772
"2847.txt","Allegiance","Taylor, Ida Ashworth","1886","British","Chadwyck",0.9641
"2848.txt","A noble queen: a romance of Indian history","Taylor, Meadows","1878","British","Chadwyck",0.9628
"2849.txt","Confessions Of A Thug","Taylor, Meadows","1839","British","Chadwyck",0.9775
"285.txt","The state prisoner : a tale of the French regency","Boyle, Mary Louisa","1837","British","Chadwyck",0.957
"2850.txt","Ralph Darnell","Taylor, Meadows","1865","British","Chadwyck",0.942
"2851.txt","Tara : a Mahratta tale","Taylor, Meadows","1863","British","Chadwyck",0.9495
"2852.txt","Friend Perditus A novel : By Mary H. Tennyson In two volumes","Tennyson Mary H Mary Howard 1857 1897","1890","British","Chadwyck",0.9659
"2853.txt","
A Shabby Genteel Story [in, Fraser's Magazine for Town And Country: Volumes XXl-XXll]","Thackeray, William Makepeace","1840","British","Chadwyck",0.9582
"2854.txt","
Catherine: A Story. By Ikey Solomons, Esq. Junior [in, Fraser's Magazine For Town And Country: Volumes XlX-XXl]","Thackeray, William Makepeace","1840","British","Chadwyck",0.9723
"2855.txt","
Denis Duval [in, The Cornhill Magazine. Vol. IX]","Thackeray, William Makepeace","1864","British","Chadwyck",0.9657
"2856.txt","Doctor Birch and his young friends / by Wm. M. Thackeray.","Thackeray, William Makepeace","2008-10-21","British","Chadwyck",0.9054
"2857.txt","
Lovel the Widower. By W. M. Thackeray, with Illustrations","Thackeray, William Makepeace","1861","British","Chadwyck",0.9569
"2858.txt","
Rebecca and Rowena. A Romance upon Romance: by Mr. M. A. Titmarsh. With Illustrations by Richard Doyle","Thackeray, William Makepeace","1850","British","Chadwyck",0.954
"2859.txt","
The Adventures of Philip on His Way Through the World; Shewing Who Robbed Him, Who Helped Him, and Who Passed Him by. By W. M. Thackeray ... In Three Volumes","Thackeray, William Makepeace","1862","British","Chadwyck",0.9655
"286.txt","A strange world : a novel","Braddon, Mary Elizabeth","1875","British","Chadwyck",0.951
"2860.txt","
The History of Henry Esmond, Esq. a Colonel in the Service of Her Majesty Q. Anne. Written By Himself. In Three Volumes","Thackeray, William Makepeace","1852","British","Chadwyck",0.9648
"2861.txt","The History of Pendennis. His Fortunes and Misfortunes, His Friends and His Greatest Enemy. By William Makepeace Thackeray. With Illustrations on Steel and Wood by the Author","Thackeray, William Makepeace","1849","British","Chadwyck",0.9613
"2862.txt","The history of Samuel Titmarsh and the great Hoggarty diamond; The book of snobs, by William Makepeace Thackeray.","Thackeray, William Makepeace","2008-12-12","British","Chadwyck",0.9144
"2863.txt","
The Memoirs of Barry Lyndon, Esq., of the Kingdom of Ireland ... By W. M. Thackeray [etc.]","Thackeray, William Makepeace","1856","British","Chadwyck",0.9739
"2864.txt","
The Newcomes. Memoirs of a Most Respectable Family. Edited by Arthur Pendennis, Esq. With Illustrations on Steel and Wood by Richard Doyle","Thackeray, William Makepeace","1854","British","Chadwyck",0.962
"2865.txt","
The Virginians. A Tale of the Last Century. By W. M. Thackeray ... With Illustrations on Steel and Wood by the Author","Thackeray, William Makepeace","1858","British","Chadwyck",0.9693
"2866.txt","
Vanity Fair. A Novel Without a Hero. By William Makepeace Thackeray. With Illustrations on Steel and Wood by the Author","Thackeray, William Makepeace","1848","British","Chadwyck",0.9592
"2867.txt","The sword of Damocles","Tharp Theodore A","1880","British","Chadwyck",0.9608
"2868.txt","The Observant pedestrian mounted; or A donkey tour to Brighton, a comic sentimental novel","The Mystic cottager Author of","1815","British","Chadwyck",0.9299
"2869.txt","The School of fashion : a novel","Thicknesse Ann 1737 1824","1829","British","Chadwyck",0.9422
"287.txt","All along the river : a novel","Braddon, Mary Elizabeth","1893","British","Chadwyck",0.9607
"2870.txt","Klosterheim; or, The masque","Thomas De Quincey","1855","British","Chadwyck",0.9344
"2871.txt","Woman; or, Minor maxims.: A sketch. In two volumes ..","Thomas Elizabeth Mrs fl 1806 1847","1818","British","Chadwyck",0.9319
"2872.txt","The Irish Necromancer","Thomas Henry Marshal","1821","British","Chadwyck",0.8413
"2873.txt","The professor and his daughters : a novel","Thomas J Meredith","1883","British","Chadwyck",0.966
"2874.txt","The noble traytour : a chronicle","Thomas of Swarraton","1857","British","Chadwyck",0.8446
"2875.txt","Adolphus de Biron. A novel founded on the French Revolution.","Thomas, Ann, of Millbrook, Cornwall","2008-09-18","British","Chadwyck",0.92
"2876.txt","A narrow escape","Thomas, Annie","1875","British","Chadwyck",0.9631
"2877.txt","Allerton Towers. A novel","Thomas, Annie","1882","British","Chadwyck",0.9507
"2878.txt","False colours : a novel","Thomas, Annie","1869","British","Chadwyck",0.9576
"2879.txt","No hero, but a man : a novel","Thomas, Annie","1894","British","Chadwyck",0.9542
"288.txt","An open verdict : a novel","Braddon, Mary Elizabeth","1878","British","Chadwyck",0.9533
"2880.txt","Utterly mistaken : a novel","Thomas, Annie","1893","British","Chadwyck",0.9528
"2881.txt","Walter Goring : a story","Thomas, Annie","1866","British","Chadwyck",0.9654
"2882.txt","Purity of heart, or, The ancient costume, a tale, in one volume, addressed to the author of Glenarvon. By an old wife of twenty years ...","Thomas, Elizabeth, of Tidenham","2008-06-20","British","Chadwyck",0.9437
"2883.txt","The rector of Auburn ..","Thompson Edward","1837","British","Chadwyck",0.9682
"2884.txt","The Wyndham family: a story of modern life","Thompson Harriet Diana Calvert","1876","British","Chadwyck",0.9661
"2885.txt","Centeola; and Other Tales. (1864): a
machine-readable transcript","Thompson, Daniel P. (Daniel Pierce)","1831.5","American","Chadwyck",0.9866
"2886.txt","Gaut Gurley; or, The Trappers of Umbagog. A Tale of Border
Life. (1857): a machine-readable transcript","Thompson, Daniel P. (Daniel Pierce)","1831.5","American","Chadwyck",0.9821
"2887.txt","Locke Amsden; or, The Schoolmaster (1847)","Thompson, Daniel P. (Daniel Pierce)","1831.5","American","Chadwyck",0.9879
"2888.txt","Lucy Hosmer; or, The Guardian and Ghost. A Tale of Avarice and
Crime Defeated (1848)","Thompson, Daniel P. (Daniel Pierce)","1831.5","American","Chadwyck",0.9844
"2889.txt","May Martin; or, The Money Diggers. A Green Mountain Tale
(1835)","Thompson, Daniel P. (Daniel Pierce)","1831.5","American","Chadwyck",0.9827
"289.txt","Asphodel, a novel","Braddon, Mary Elizabeth","1881","British","Chadwyck",0.9589
"2890.txt","The Adventures of Timothy Peacock, Esquire; or, Freemasonry
Practically Illustrated . . . By a Member of the Vermont Bar
(1835)","Thompson, Daniel P. (Daniel Pierce)","1831.5","American","Chadwyck",0.978
"2891.txt","The Doomed Chief; or, Two Hundred Years Ago. (1860): a
machine-readable transcript","Thompson, Daniel P. (Daniel Pierce)","1831.5","American","Chadwyck",0.979
"2892.txt","The Shaker Lovers, and Other Tales (1848)","Thompson, Daniel P. (Daniel Pierce)","1831.5","American","Chadwyck",0.9843
"2893.txt","Ulu : an African romance","Thomson Joseph 1858 1895","1888","British","Chadwyck",0.9531
"2894.txt","Constance : a novel","Thomson, Mrs. A T","1833","British","Chadwyck",0.9472
"2895.txt","Rosabel: a novel","Thomson, Mrs. A T","1835","British","Chadwyck",0.9428
"2896.txt","The vicar's courtship","Thornbury Walter 1828 1876","1869","British","Chadwyck",0.9404
"2897.txt","Truth and falsehood : a romance","Thornton Elizabeth","1847","British","Chadwyck",0.965
"2898.txt","Tom Thornton, or Last Resources","THORNTON Tom","1854","British","Chadwyck",0.9278
"2899.txt","The Master's House: A Tale of Southern Life (1854)(1854): a
machine-readable transcript","Thorpe Thomas Bangs 1815 1878","0","American","Chadwyck",0.965
"29.txt","Found wanting : a novel","Alexander Mrs","1893","British","Chadwyck",0.9635
"290.txt","Birds of prey : a novel","Braddon, Mary Elizabeth","1867","British","Chadwyck",0.9239
"2900.txt","Ravensdale : a novel","Thynne R","1873","British","Chadwyck",0.9621
"2901.txt","In the ring : a novel","Tinsley Lily","1886","British","Chadwyck",0.9674
"2902.txt","Madame de Malguet : a tale of 1820","Torrens Henry Whitelock 1806 1852","1848","British","Chadwyck",0.9524
"2903.txt","The victim of intolerance; or, The hermit of Killarney, a Catholic tale ..","Torrens R Robert 1780 1864","1814","British","Chadwyck",0.9302
"2904.txt","Harry Egerton, or, The younger son of the day","Tottenham G L George Loftus","1869","British","Chadwyck",0.959
"2905.txt","Terence McGowan, the Irish tenant","Tottenham G L George Loftus","1870","British","Chadwyck",0.96
"2906.txt","Lascare : a tale","Tregenna Charles 1810 1878","1876","British","Chadwyck",0.9479
"2907.txt","Barchester Towers. By Anthony Trollope ... In Three Volumes","Trollope, Anthony","1857","British","Chadwyck",0.9794
"2908.txt","Can You Forgive Her? By Anthony Trollope ... With Illustrations. In Two Volumes","Trollope, Anthony","1865","British","Chadwyck",0.9736
"2909.txt","Doctor Thorne. A Novel. By Anthony Trollope ... In Three Volumes","Trollope, Anthony","1858","British","Chadwyck",0.9713
"291.txt","Charlotte's inheritance : a novel","Braddon, Mary Elizabeth","1868","British","Chadwyck",0.9289
"2910.txt","Framley Passonage. By Anthony Trollope ... With Six Illustrations by J.E. Millais ... In Three Volumes","Trollope, Anthony","1861","British","Chadwyck",0.9674
"2911.txt","Phineas Finn, the Irish Member. By Anthony Trollope. With Twenty Illustrations by J. E. Millais ... In Two Volumes","Trollope, Anthony","1869","British","Chadwyck",0.9683
"2912.txt","Phineas Redux. By Anthony Trollope ... In Two Volumes ... With Illustrations Engraved on Wood","Trollope, Anthony","1874","British","Chadwyck",0.9712
"2913.txt","The Duke's Children. A Novel. By Anthony Trollope. In Three Volumes","Trollope, Anthony","1880","British","Chadwyck",0.9725
"2914.txt","The Eustace Diamonds. By Anthony Trollope ... In Three Volumes","Trollope, Anthony","1873","British","Chadwyck",0.9691
"2915.txt","The Last Chronicle of Barset. By Anthony Trollope. With Thirty-two Illustrations by George H. Thomas. In Two Volumes","Trollope, Anthony","1867","British","Chadwyck",0.9699
"2916.txt","The Prime Minister. By Anthony Trollope ... In Four Volumes","Trollope, Anthony","1876","British","Chadwyck",0.9732
"2917.txt","The Small House at Allington. By Anthony Trollope. With Eighteen Illustrations by J. E. Millais ... In Two Volumes","Trollope, Anthony","1864","British","Chadwyck",0.9733
"2918.txt","The Three Clerks. A Novel. By Anthony Trollope ... In Three Volumes","Trollope, Anthony","1858","British","Chadwyck",0.9743
"2919.txt","The Warden. By Anthony Trollope","Trollope, Anthony","1855","British","Chadwyck",0.9804
"292.txt","Dead men's shoes : a novel","Braddon, Mary Elizabeth","1876","British","Chadwyck",0.9541
"2920.txt","The Way We Live Now. By Anthony Trollope. With Forty Illustrations. In Two Volumes","Trollope, Anthony","1875","British","Chadwyck",0.9681
"2921.txt","Among aliens : a novel","Trollope, Frances Eleanor","1890","British","Chadwyck",0.9579
"2922.txt","Hargrave, or, The adventures of a man of fashion","Trollope, Frances Milton","1843","British","Chadwyck",0.9499
"2923.txt","One fault : a novel / by Frances Trollope.","Trollope, Frances Milton","2007-09-10","British","Chadwyck",0.9481
"2924.txt","The abbess, a romance ..","Trollope, Frances Milton","1833","British","Chadwyck",0.9485
"2925.txt","The Life and Adventures of Michael Armstrong, the Factory Boy.","Trollope, Frances Milton","1840","British","Chadwyck",0.9776
"2926.txt","The Robertses on their travels","Trollope, Frances Milton","1846","British","Chadwyck",0.9611
"2927.txt","The Vicar of Wrexhill. By Mrs. Trollope ... In Three Volumes","Trollope, Frances Milton","1837","British","Chadwyck",0.9766
"2928.txt","The widow Barnaby / by Frances Trollope.","Trollope, Frances Milton","2008-10-06","British","Chadwyck",0.9513
"2929.txt","Tremordyn Cliff / by Frances Trollope.","Trollope, Frances Milton","2008-10-06","British","Chadwyck",0.9563
"293.txt","Dead-sea fruit","Braddon, Mary Elizabeth","1868","British","Chadwyck",0.9435
"2930.txt","Young love; a novel","Trollope, Frances Milton","1844","British","Chadwyck",0.9518
"2931.txt","Broken fetters; a novel","Trollope, Frank","1868","British","Chadwyck",0.9469
"2932.txt","Old times revived; a novel ..","Trollope, Frank","1870","British","Chadwyck",0.9618
"2933.txt","The lawyer's daughter : a novel","Trollope, Frank","1878","British","Chadwyck",0.9594
"2934.txt","A family party in the piazza of St. Peter : and other stories","Trollope, Thomas Adolphus","1877","British","Chadwyck",0.9516
"2935.txt","A siren","Trollope, Thomas Adolphus","1870","British","Chadwyck",0.9594
"2936.txt","Artingale Castle","Trollope, Thomas Adolphus","1867","British","Chadwyck",0.9621
"2937.txt","Beppo the conscript : a novel","Trollope, Thomas Adolphus","1864","British","Chadwyck",0.9563
"2938.txt","Diamond cut diamond; a story of Tuscan life and other stories","Trollope, Thomas Adolphus","1875","British","Chadwyck",0.9556
"2939.txt","Giulio Malatesta : a novel","Trollope, Thomas Adolphus","1863","British","Chadwyck",0.9397
"294.txt","Eleanor's victory. : By M.E. Braddon, ... In three volumes","Braddon, Mary Elizabeth","1863","British","Chadwyck",0.9549
"2940.txt","Leonora Casaloni : a novel","Trollope, Thomas Adolphus","1868","British","Chadwyck",0.9476
"2941.txt","The dream numbers : a novel","Trollope, Thomas Adolphus","1868","British","Chadwyck",0.9547
"2942.txt","Albert Simmons; or, The Midshipman's Revenge, ed. M.M. Ballou:
The Adopted Son; or, The Reward of Charity. By Paul Creyton [pseud]
(1849)","Trowbridge J T John Townsend 1827 1916","0","American","Chadwyck",0.9795
"2943.txt","Kate the Accomplice; or, The Preacher and the Burglar. By Paul
Creyton [pseud] (1849)","Trowbridge J T John Townsend 1827 1916","0","American","Chadwyck",0.9651
"2944.txt","Lucy Arlyn. (1866): a machine-readable
transcript","Trowbridge J T John Townsend 1827 1916","0","American","Chadwyck",0.9795
"2945.txt","Martin Merrivale: His X Mark. By Paul Creyton (pseud.) (1854):
a machine-readable transcript","Trowbridge J T John Townsend 1827 1916","0","American","Chadwyck",0.9786
"2946.txt","Neighbor Jackwood. By Paul Creyton (pseud.). (1857): a
machine-readable transcript","Trowbridge J T John Townsend 1827 1916","0","American","Chadwyck",0.97
"2947.txt","Neighbors' Wives. (1867)","Trowbridge J T John Townsend 1827 1916","0","American","Chadwyck",0.9675
"2948.txt","The Deserted Family; or, Wanderings of an Outcast. By Paul
Creyton. (pseud). (1853)","Trowbridge J T John Townsend 1827 1916","0","American","Chadwyck",0.9817
"2949.txt","Michael Tresidder : a Cornish tale","Tucker Marwood 1836","1872","British","Chadwyck",0.9548
"295.txt","Fenton's quest : a novel","Braddon, Mary Elizabeth","1871","British","Chadwyck",0.9541
"2950.txt","Isabel; or Sicily. A Pilgrimage (1839)","Tuckerman Henry T Henry Theodore 1813 1871","0","American","Chadwyck",0.9818
"2951.txt","Stephan Langton","Tupper Martin Farquhar 1810 1889","1858","British","Chadwyck",0.9468
"2952.txt","The intriguers, or, Pevensel : a romance of the Barons' War","Turner Edward","1873","British","Chadwyck",0.9576
"2953.txt","Stories for young children / by E.A. Turner.","Turner, Edwin Arthur","2008-10-21","British","Chadwyck",0.9731
"2954.txt","Mark Twain's Sketches, New and Old. (1875)","Twain, Mark","1872.5","American","Chadwyck",0.9625
"2955.txt","Roughing It. (1872)","Twain, Mark","1872.5","American","Chadwyck",0.9705
"2956.txt","The Gilded Age: A Tale of To-Day. (1873)","Twain, Mark","1872.5","American","Chadwyck",0.9725
"2957.txt","The Yankey in London: Being the First Part of a Series of
Letters Written by an American Youth, during Nine Months Residence
in the City of London Volume I (1809)","Tyler, Royall","1791.5","American","Chadwyck",0.9719
"2958.txt","Beauty and the beast : a novel","Tytler, Sarah","1884","British","Chadwyck",0.9492
"2959.txt","Buried diamonds","Tytler, Sarah","1886","British","Chadwyck",0.9521
"296.txt","Gerard, or, The world, the flesh, and the devil : a novel","Braddon, Mary Elizabeth","1891","British","Chadwyck",0.9629
"2960.txt","Citoyenne Jacqueline; a woman's lot in the great French revolution","Tytler, Sarah","1865","British","Chadwyck",0.9481
"2961.txt","Lady Bell : a story of last century","Tytler, Sarah","1873","British","Chadwyck",0.9552
"2962.txt","Oliver Constable, miller and baker","Tytler, Sarah","1880","British","Chadwyck",0.9539
"2963.txt","Saint Mung's city : a novel","Tytler, Sarah","1884","British","Chadwyck",0.9386
"2964.txt","Sapphira, a novel","Tytler, Sarah","1890","British","Chadwyck",0.9328
"2965.txt","Scotch marriages","Tytler, Sarah","1882","British","Chadwyck",0.9554
"2966.txt","The Huguenot family","Tytler, Sarah","1867","British","Chadwyck",0.9428
"2967.txt","A Country curate's autobiography, or, Passages of a life without a living","Unknown","1836","British","Chadwyck",0.9625
"2968.txt","A tourist idyl and other stories ..","Unknown","1883","British","Chadwyck",0.9614
"2969.txt","Blighted ambition, or, The rise and fall of the Earl of Somerset : a romance","Unknown","1822","British","Chadwyck",0.9291
"297.txt","Henry Dunbar : the story of an outcast","Braddon, Mary Elizabeth","1864","British","Chadwyck",0.9327
"2970.txt","Concealment : a novel","Unknown","1821","British","Chadwyck",0.933
"2971.txt","Constancy and contrition","Unknown","1844","British","Chadwyck",0.953
"2972.txt","Dunsany. An Irish story","Unknown","1818","British","Chadwyck",0.9473
"2973.txt","Excitement : a tale of our own times","Unknown","1849","British","Chadwyck",0.9587
"2974.txt","Flirts and flirts : or a season at Ryde; in three volumes","Unknown","1868","British","Chadwyck",0.9536
"2975.txt","FLORA, the Roman martyr","Unknown","1886","British","Chadwyck",0.9644
"2976.txt","Forman. A tale","Unknown","1819","British","Chadwyck",0.9624
"2977.txt","Geraldine Hamilton, or, Self-guidance : a tale","Unknown","1832","British","Chadwyck",0.9388
"2978.txt","Guards, hussars and infantry : adventures of Harry Austin","Unknown","1838","British","Chadwyck",0.9504
"2979.txt","Happiness; a tale, for the grave and the gay","Unknown","1821","British","Chadwyck",0.9523
"298.txt","Hostages to fortune; a novel","Braddon, Mary Elizabeth","1875","British","Chadwyck",0.9462
"2980.txt","Harold the exile. In three volumes","Unknown","1819","British","Chadwyck",0.9393
"2981.txt","Harry Muir: a story of Scottish life","Unknown","1853","British","Chadwyck",0.9507
"2982.txt","Hildebrand, or, The days of Queen Elizabeth : an historical romance","Unknown","1844","British","Chadwyck",0.9546
"2983.txt","Horace Vernon; or, Life in the West ..","Unknown","1838","British","Chadwyck",0.9484
"2984.txt","Hyde Nugent : a tale of fashionable life","Unknown","1827","British","Chadwyck",0.9344
"2985.txt","Jack Westropp : an autobiography","Unknown","1895","British","Chadwyck",0.9727
"2986.txt","James Hatfield and the Beauty of Buttermere : a story of modern times","Unknown","1843","British","Chadwyck",0.9553
"2987.txt","Jessy: or, the rose of Donald's cottage, a tale in four vomunes","Unknown","1818","British","Chadwyck",0.9243
"2988.txt","Jonathan Swift : a novel in three volumes","Unknown","1884","British","Chadwyck",0.9575
"2989.txt","Laura Erle : a novel","Unknown","1873","British","Chadwyck",0.9539
"299.txt","Joshua Haggard's daughter : a novel","Braddon, Mary Elizabeth","1876","British","Chadwyck",0.9638
"2990.txt","Laura Gay : a novel","Unknown","1856","British","Chadwyck",0.9497
"2991.txt","Le diable, histoire satyrique","Unknown","1802","British","Chadwyck",0.5415
"2992.txt","Lemira of Lorraine : A romance..","Unknown","1822","British","Chadwyck",0.9296
"2993.txt","Life's masquerade, a novel","Unknown","1867","British","Chadwyck",0.9597
"2994.txt","Lynton Abbott's children : a novel","Unknown","1879","British","Chadwyck",0.9678
"2995.txt","Macalpine, or, On Scottish ground : a novel","Unknown","1872","British","Chadwyck",0.9585
"2996.txt","Madness the rage; or, Memoirs of a man without a name ..","Unknown","1810","British","Chadwyck",0.9292
"2997.txt","Magic and mesmerism, an episode of the eighteenth century, and other tales","Unknown","1843","British","Chadwyck",0.9642
"2998.txt","Malcolm Douglas, or, The Sibylline prophecy : a romance","Unknown","1812","British","Chadwyck",0.9349
"2999.txt","Max Wentworth","Unknown","1839","British","Chadwyck",0.9228
"3.txt","Woman's friendship : a story of domestic life / by Grace Aguilar.","Aguilar, Grace","2008-10-21","British","Chadwyck",0.965
"30.txt","Kate Vernon : a tale","Alexander Mrs","1854","British","Chadwyck",0.9464
"300.txt","Lady Audley's secret","Braddon, Mary Elizabeth","1862","British","Chadwyck",0.9515
"3000.txt","Melcombe Lodge; or, traits of family pride! : A novel, in four volumes. By a lady","Unknown","1819","British","Chadwyck",0.9167
"3001.txt","Memoirs of a man of fashion","Unknown","1821","British","Chadwyck",0.9434
"3002.txt","Meta's faith","Unknown","1869","British","Chadwyck",0.9326
"3003.txt","Millicent, or, The trials of life","Unknown","1855","British","Chadwyck",0.9355
"3004.txt","Miss Russell's hobby : a novel","Unknown","1865","British","Chadwyck",0.9723
"3005.txt","Modern times, or, Anecdotes of the English family","Unknown","1809","British","Chadwyck",0.9376
"3006.txt","Mrs. Cleveland, and the St. Clairs, &c","Unknown","1836","British","Chadwyck",0.952
"3007.txt","Much to blame. A tale","Unknown","1824","British","Chadwyck",0.9466
"3008.txt","Out of the meshes : a story","Unknown","1868","British","Chadwyck",0.9371
"3009.txt","Piso and the praefect, or, The ancients off their stilts","Unknown","1837","British","Chadwyck",0.9568
"301.txt","Lady Audley's Secret. By M. E. Braddon ... In Three Volumes","Braddon, Mary Elizabeth","1862","British","Chadwyck",0.9665
"3010.txt","Rhydisel. The devil in Oxford ..","Unknown","1811","British","Chadwyck",0.9388
"3011.txt","Rose Aylmer's home : in three volumes","Unknown","1865","British","Chadwyck",0.9603
"3012.txt","Scheming: a novel","Unknown","1821","British","Chadwyck",0.9309
"3013.txt","Self-dependance : a novel","Unknown","1848","British","Chadwyck",0.9605
"3014.txt","Sir Rodolph of Hapsburg : an historical romance","Unknown","1834","British","Chadwyck",0.9346
"3015.txt","Sketches of character : or, Specimens of real life : a novel","Unknown","1815","British","Chadwyck",0.9262
"3016.txt","Sons of Dives : a novel","Unknown","1872","British","Chadwyck",0.9687
"3017.txt","Spoken in anger : a novel","Unknown","1877","British","Chadwyck",0.9632
"3018.txt","St. Clyde : a novel","Unknown","1816","British","Chadwyck",0.9294
"3019.txt","Stretton of Ringwood Chace : a novel","Unknown","1860","British","Chadwyck",0.9453
"302.txt","Like and unlike : a novel","Braddon, Mary Elizabeth","1887","British","Chadwyck",0.9608
"3020.txt","Substance and shadow; or, The fisherman's daughters of brighten : A patchwork story ...","Unknown","1812","British","Chadwyck",0.9128
"3021.txt","Such is the world","Unknown","1821","British","Chadwyck",0.9379
"3022.txt","Tales of a lay-brother","Unknown","1844","British","Chadwyck",0.9493
"3023.txt","Tales of chivalry : or, Perils by flood and field ....","Unknown","1854","British","Chadwyck",0.942
"3024.txt","Tendring cottage, or, The rainbow at night","Unknown","1853","British","Chadwyck",0.971
"3025.txt","""That little Frenchman"" : a tale","Unknown","1874","British","Chadwyck",0.965
"3026.txt","The Abduction, or, The adventures of Major Sarney : a story of the times of Charles the Second","Unknown","1825","British","Chadwyck",0.9321
"3027.txt","The black banner, or, The siege of Clagenfurth : a romantic tale","Unknown","1811","British","Chadwyck",0.9228
"3028.txt","The cabal; a tale of the reign of William the Fourth ..","Unknown","1831","British","Chadwyck",0.95
"3029.txt","The castle on the rock, or, The successful strategem","Unknown","1808","British","Chadwyck",0.9236
"303.txt","Lost for love : a novel","Braddon, Mary Elizabeth","1874","British","Chadwyck",0.9512
"3030.txt","The county : a novel, in two volumes","Unknown","1889","British","Chadwyck",0.9563
"3031.txt","The English brothers; or, Anecdotes of the Howard family","Unknown","1809","British","Chadwyck",0.9358
"3032.txt","The Glanville family","Unknown","1838","British","Chadwyck",0.956
"3033.txt","The Golden calf : or, Prodigality and speculation in the nineteenth century","Unknown","1849","British","Chadwyck",0.9577
"3034.txt","The guards ; a novel","Unknown","1827","British","Chadwyck",0.943
"3035.txt","The Hallow isle tragedy","Unknown","1860","British","Chadwyck",0.9408
"3036.txt","The Hermit : a novel","Unknown","1769","British","Chadwyck",0.8162
"3037.txt","The history of Margaret Morton","Unknown","1878","British","Chadwyck",0.9401
"3038.txt","The house of Lancaster, or, The story of Ap Thomas : an historical novel","Unknown","1810","British","Chadwyck",0.9375
"3039.txt","The lairds of Fife ..","Unknown","1828","British","Chadwyck",0.939
"304.txt","Mount Royal : a novel","Braddon, Mary Elizabeth","1882","British","Chadwyck",0.9573
